"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","SISBEN","PEOPLE_HOUSE","INTERNET","TV","COMPUTER","WASHING_MCH","MIC_OVEN","CAR","DVD","FRESH","PHONE","MOBILE","REVENUE","JOB","SCHOOL_NAT","SCHOOL_TYPE","MAT_S11","CR_S11","CC_S11","BIO_S11","ENG_S11","ACADEMIC_PROGRAM","QR_PRO","CR_PRO","CC_PRO","ENG_PRO","WC_PRO","FEP_PRO","G_SC","PERCENTILE","X2ND_DECILE","QUARTILE","SEL","SEL_IHE","AVG_S11"
"312","M","Complete professional education","Complete Secundary","Technical or professional level employee","Home","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",67,62,64,66,62,"ELECTRONIC ENGINEERING",77,22,60,65,82,136,157,67,"4","3","3","2",64.2
"313","F","Complete professional education","Complete professional education","Technical or professional level employee","Home","Stratum 4","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",66,64,61,58,64,"INDUSTRIAL ENGINEERING",47,3,37,66,9,122,127,20,"2","1","3","2",62.6
"314","M","Incomplete Secundary","Incomplete Secundary","Retired","Small entrepreneur","Stratum 4","It is not classified by the SISBEN","Six","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",70,62,58,72,58,"CIVIL ENGINEERING",91,30,21,22,20,139,137,35,"2","2","2","2",64
"315","F","Complete Secundary","Complete Secundary","Operator","Home","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",53,39,42,61,65,"INDUSTRIAL ENGINEERING",33,4,35,71,12,159,128,21,"2","1","3","2",52
"316","F","Complete professional education","Complete Secundary","Small entrepreneur","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",47,67,68,58,65,"INDUSTRIAL ENGINEERING",30,97,89,85,93,168,180,91,"5","4","3","2",61
"317","F","Complete professional education","Complete professional education","Entrepreneur","Executive","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","0","No","PRIVATE","TECHNICAL/ACADEMIC",61,51,57,59,60,"INDUSTRIAL ENGINEERING",21,76,68,62,40,137,150,57,"3","3","4","2",57.6
"318","F","Complete technique or technology","Complete technique or technology","Auxiliary or Administrative","Independent","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",62,50,52,59,54,"INDUSTRIAL ENGINEERING",81,18,15,79,36,141,143,45,"3","2","2","2",55.4
"319","F","Complete Secundary","Complete Secundary","Auxiliary or Administrative","Operator","Stratum 3","Level 3","Four","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",55,60,64,58,46,"INDUSTRIAL ENGINEERING",21,33,50,72,53,109,143,45,"3","2","2","2",56.6
"320","F","Complete professional education","Complete technique or technology","Technical or professional level employee","Other occupation","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",83,87,71,87,90,"INDUSTRIAL ENGINEERING",97,79,83,97,80,220,188,95,"5","4","3","2",83.6
"321","M","Complete Secundary","Complete technique or technology","Operator","Auxiliary or Administrative","Stratum 4","It is not classified by the SISBEN","Seven","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",70,72,62,71,64,"ELECTRIC ENGINEERING",87,77,65,74,50,128,166,78,"4","4","2","2",67.8
"322","M","Complete Secundary","Complete primary","Independent","Home","Stratum 3","Level 2","Four","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",66,64,64,74,60,"MECHANICAL ENGINEERING",98,92,94,40,50,164,176,88,"5","4","2","2",65.6
"323","F","Complete technique or technology","Complete Secundary","Technical or professional level employee","Home","Stratum 3","It is not classified by the SISBEN","Six","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",56,50,50,65,58,"INDUSTRIAL ENGINEERING",54,36,40,74,59,157,149,55,"3","3","2","2",55.8
"324","M","Complete technique or technology","Complete Secundary","Technical or professional level employee","Home","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",75,74,68,59,53,"CIVIL ENGINEERING",91,16,12,55,79,130,146,50,"3","3","2","2",65.8
"325","M","Complete Secundary","Complete professional education","Independent professional","Technical or professional level employee","Stratum 4","It is not classified by the SISBEN","Six","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",68,70,64,71,78,"MECHANICAL ENGINEERING",82,94,45,88,19,159,166,78,"4","4","4","2",70.2
"326","M","Incomplete Secundary","Incomplete Secundary","Small entrepreneur","Small entrepreneur","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",70,64,57,61,53,"CIVIL ENGINEERING",99,58,71,60,28,155,164,77,"4","4","2","2",61
"327","M","Complete professional education","Incomplete Professional Education","Executive","Home","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",82,77,71,91,80,"ELECTRONIC ENGINEERING",98,99,90,81,15,180,182,92,"5","4","2","2",80.2
"328","M","Complete technique or technology","Complete Secundary","Independent professional","Home","Stratum 2","Level 2","Four","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",72,68,66,61,57,"ELECTRONIC ENGINEERING",89,46,80,40,57,191,159,69,"4","3","1","2",64.8
"329","M","0","0","0","Home","Stratum 2","Level 1","Eight","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",51,35,37,43,54,"ELECTRIC ENGINEERING",36,7,38,41,76,120,136,34,"2","2","1","2",44
"330","M","Complete professional education","Complete Secundary","Technical or professional level employee","Auxiliary or Administrative","Stratum 2","Level 3","Five","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",51,46,37,43,42,"ELECTRONIC ENGINEERING",39,4,19,68,19,93,127,19,"1","1","2","2",43.8
"331","M","Complete professional education","Incomplete Secundary","Other occupation","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",38,39,46,42,38,"INDUSTRIAL ENGINEERING",30,26,37,11,80,73,136,33,"2","2","2","2",40.6
"332","M","Complete technique or technology","Complete professional education","Technical or professional level employee","Independent professional","Stratum 2","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",66,47,55,62,67,"ELECTRONIC ENGINEERING",69,66,61,82,97,182,173,85,"5","4","3","2",59.4
"333","M","Complete Secundary","Complete technique or technology","Operator","Operator","Stratum 1","Level 1","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",55,59,53,59,49,"INDUSTRIAL ENGINEERING",92,54,35,44,22,172,148,53,"3","3","2","2",55
"334","F","Postgraduate education","Postgraduate education","Technical or professional level employee","Other occupation","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","0","No","PRIVATE","ACADEMIC",93,79,74,92,80,"INDUSTRIAL ENGINEERING",91,49,78,93,74,157,175,87,"5","4","4","2",83.6
"335","M","Complete professional education","Complete technique or technology","Independent","Auxiliary or Administrative","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",75,74,62,77,64,"CIVIL ENGINEERING",89,4,26,88,66,166,150,57,"3","3","3","2",70.4
"336","M","Complete professional education","Complete Secundary","Executive","Home","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","0","No","PRIVATE","ACADEMIC",75,62,61,66,65,"MECHANICAL ENGINEERING",95,34,78,86,72,149,171,84,"5","4","4","2",65.8
"337","M","Incomplete Secundary","Incomplete Secundary","Technical or professional level employee","Home","Stratum 2","Level 2","Four","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",64,74,66,65,82,"INDUSTRIAL ENGINEERING",83,56,87,93,14,172,167,79,"4","4","1","2",70.2
"338","M","Complete professional education","Complete professional education","Operator","Operator","Stratum 2","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",65,68,62,78,62,"MECHANICAL ENGINEERING",98,66,5,63,26,108,150,57,"3","3","2","2",67
"339","F","Complete professional education","Incomplete technical or technological","Technical or professional level employee","Independent","Stratum 4","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",62,71,64,66,52,"INDUSTRIAL ENGINEERING",59,74,59,56,0,159,126,19,"1","1","2","2",63
"340","M","Complete professional education","Complete professional education","Executive","Technical or professional level employee","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",60,59,61,65,62,"MECHANICAL ENGINEERING",96,77,76,92,77,161,182,92,"5","4","4","2",61.4
"341","F","Incomplete technical or technological","Complete professional education","Small entrepreneur","Independent professional","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",55,52,52,53,49,"INDUSTRIAL ENGINEERING",54,73,28,40,15,140,140,41,"3","2","2","2",52.2
"342","M","Complete professional education","Complete professional education","Retired","Technical or professional level employee","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",59,36,38,56,49,"CIVIL ENGINEERING",58,40,8,72,15,98,136,33,"2","2","3","2",47.6
"343","F","Complete professional education","Complete professional education","Executive","Technical or professional level employee","Stratum 2","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",49,57,57,52,55,"INDUSTRIAL ENGINEERING",40,26,40,49,52,167,139,38,"2","2","4","2",54
"344","M","Complete technique or technology","Complete Secundary","Executive","Home","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","0","No","PRIVATE","ACADEMIC",66,64,69,65,48,"ELECTRONIC ENGINEERING",62,62,84,59,56,140,160,71,"4","3","2","2",62.4
"345","M","Complete technique or technology","Incomplete Professional Education","Operator","Auxiliary or Administrative","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",62,79,69,65,78,"INDUSTRIAL ENGINEERING",98,89,93,87,97,214,196,98,"5","4","4","2",70.6
"346","M","Complete primary","Complete primary","Retired","Home","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",48,53,47,56,53,"INDUSTRIAL ENGINEERING",72,57,60,54,5,158,145,48,"3","2","2","2",51.4
"347","F","Complete Secundary","Complete primary","Operator","Other occupation","Stratum 2","Level 2","Six","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",52,62,64,59,65,"INDUSTRIAL ENGINEERING",81,12,14,81,21,141,140,40,"3","2","1","2",60.4
"348","F","Incomplete Secundary","Complete Secundary","Independent","Home","Stratum 1","Level 3","Four","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",66,57,69,65,58,"CIVIL ENGINEERING",97,68,69,84,95,191,181,92,"5","4","1","2",63
"349","F","Incomplete Secundary","0","0","Home","Stratum 1","It is not classified by the SISBEN","Two","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","less than 1 LMMW","0","PUBLIC","TECHNICAL/ACADEMIC",42,43,47,48,45,"INDUSTRIAL ENGINEERING",31,24,35,22,79,116,137,35,"2","2","1","2",45
"350","F","Complete professional education","Complete Secundary","Auxiliary or Administrative","Other occupation","Stratum 2","Level 3","Five","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",64,66,69,71,54,"INDUSTRIAL ENGINEERING",88,83,64,3,17,200,148,53,"3","3","2","2",64.8
"351","M","Complete Secundary","Postgraduate education","Auxiliary or Administrative","Other occupation","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",74,64,64,74,78,"ELECTRIC ENGINEERING",100,90,62,96,77,123,189,96,"5","4","2","2",70.8
"352","M","Complete technique or technology","Postgraduate education","Technical or professional level employee","Executive","Stratum 1","It is not classified by the SISBEN","Eight","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",62,66,74,65,67,"CIVIL ENGINEERING",92,99,96,82,69,161,190,96,"5","4","2","2",66.8
"353","M","Complete Secundary","Complete Secundary","Operator","Home","Stratum 2","Level 2","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",70,67,57,55,62,"ELECTRIC ENGINEERING",93,54,4,71,21,149,145,49,"3","2","1","2",62.2
"354","M","Complete Secundary","Incomplete Secundary","Technical or professional level employee","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",35,58,57,44,46,"ELECTRONIC ENGINEERING",5,12,27,37,18,137,118,11,"1","1","2","2",48
"355","M","Complete Secundary","Incomplete technical or technological","Operator","Auxiliary or Administrative","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",87,68,62,78,68,"MECHANICAL ENGINEERING",100,89,10,89,79,107,174,86,"5","4","1","2",72.6
"356","M","Complete professional education","Complete technique or technology","Operator","Technical or professional level employee","Stratum 2","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",55,68,81,61,71,"INDUSTRIAL ENGINEERING",90,72,69,78,50,157,167,80,"5","4","4","2",67.2
"357","M","Complete Secundary","Complete Secundary","Other occupation","Auxiliary or Administrative","Stratum 2","Level 2","Five","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",55,54,52,50,48,"ELECTRONIC ENGINEERING",57,41,34,67,14,143,140,40,"3","2","1","2",51.8
"358","M","Complete professional education","Incomplete Secundary","Independent professional","Home","Stratum 2","Level 2","Four","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",56,67,69,59,50,"INDUSTRIAL ENGINEERING",90,79,87,73,21,164,168,81,"5","4","2","2",60.2
"359","F","Complete technique or technology","Incomplete Professional Education","Independent","Home","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",65,64,50,61,59,"CIVIL ENGINEERING",32,81,57,65,82,121,159,70,"4","3","2","2",59.8
"360","F","0","0","0","Home","Stratum 1","Level 1","Five","No","No","No","No","No","No","No","Yes","Yes","No","less than 1 LMMW","0","PUBLIC","TECHNICAL",96,59,69,91,64,"INDUSTRIAL ENGINEERING",96,71,15,52,50,152,153,62,"4","3","1","2",75.8
"361","M","Incomplete primary","Incomplete primary","Independent","Home","Stratum 2","Level 1","Four","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","less than 1 LMMW","No","PUBLIC","TECHNICAL",69,49,48,77,68,"MECHANICAL ENGINEERING",95,63,5,80,29,152,152,60,"4","3","1","2",62.2
"362","F","Incomplete primary","Incomplete Secundary","Independent","Home","Stratum 3","Level 3","Five","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Between 3 and less than 5 LMMW","No","PUBLIC","ACADEMIC",65,64,65,71,68,"CIVIL ENGINEERING",93,40,81,77,32,171,163,75,"4","4","1","2",66.6
"363","F","Incomplete Secundary","Complete professional education","Small entrepreneur","Independent professional","Stratum 2","It is not classified by the SISBEN","Two","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",53,54,50,61,57,"MECHATRONICS ENGINEERING",73,51,20,44,26,119,141,41,"3","2","2","2",55
"364","F","Complete professional education","Complete professional education","Technical or professional level employee","Technical or professional level employee","Stratum 3","Level 3","Three","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",53,85,66,65,68,"INDUSTRIAL ENGINEERING",77,86,92,90,21,161,173,86,"5","4","4","2",67.4
"365","F","Incomplete Secundary","Incomplete Secundary","Operator","Small entrepreneur","Stratum 2","Level 2","Two","No","Yes","No","No","No","No","No","No","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",59,57,64,61,57,"INDUSTRIAL ENGINEERING",85,84,87,76,68,139,176,88,"5","4","2","2",59.6
